age,income_usd,savings_usd,time_horizon,risk_tolerance,goal,stocks,etfs,bonds,crypto,cash,risk_score,risk_label,expected_return_pct
28,43000,21000,25,medium,wealth_building,48.3,24.8,15.0,5.0,6.9,54.9,Medium,8.6
48,46000,31000,5,high,retirement,53.1,22.2,10.0,9.6,5.1,93.8,High,11.0
52,50000,29000,7,medium,wealth_preservation,42.0,25.4,21.2,4.3,7.1,65.2,Medium,6.8
50,61000,32000,3,low,retirement,12.1,20.2,46.0,-1.6,23.3,14.6,Low,5.9
30,45000,24000,30,medium,education,47.7,24.9,15.5,5.0,6.9,46.7,Medium,9.0
61,60000,15500,5,medium,retirement,39.7,25.6,23.6,3.8,7.3,47.5,Medium,8.4
42,45000,18500,10,high,children_education,54.5,22.1,8.5,9.9,5.0,93.2,High,14.5
49,52000,37000,10,low,house,22.5,20.2,37.6,1.5,18.2,26.8,Low,5.6
34,33000,19000,20,medium,house,46.6,24.9,16.5,5.0,7.0,53.8,Medium,8.8
38,53000,18500,20,high,house,55.5,22.0,7.5,10.0,5.0,75.8,High,11.0
48,61000,26000,20,medium,house,43.0,25.2,20.1,4.6,7.1,48.2,Medium,9.1
39,70000,20000,10,medium,retirement,45.3,25.0,17.7,5.0,7.0,64.1,Medium,6.9
53,58000,36000,7,medium,passive_income,41.8,25.4,21.5,4.3,7.0,56.6,Medium,6.9
23,41000,7500,25,high,house,59.5,21.8,3.9,9.9,4.9,89.3,High,12.5
42,44000,9500,10,medium,children_education,44.5,25.1,18.5,4.9,7.0,57.4,Medium,9.9
66,81000,80500,3,low,retirement,7.4,20.6,50.8,-2.6,23.8,2.3,Low,5.4
49,55000,50500,5,medium,wealth_building,42.8,25.3,20.4,4.5,7.0,55.4,Medium,8.6
41,47000,34000,10,medium,retirement,44.8,25.0,18.3,4.9,7.0,57.1,Medium,6.6
65,88000,26500,5,high,passive_income,49.0,22.7,14.4,8.8,5.1,69.6,High,9.8
42,50000,38000,10,high,house,54.5,22.1,8.5,9.9,5.0,97.5,High,9.8
34,51000,14500,20,low,house,26.7,19.9,33.4,2.0,18.0,23.6,Low,4.7
43,54000,26000,7,high,retirement,54.3,22.1,8.8,9.9,4.9,90.7,High,9.8
30,36000,14000,10,medium,house,47.7,24.9,15.5,5.0,6.9,70.1,High,9.4
56,68000,70500,3,high,retirement,41.0,22.4,20.2,6.2,10.2,63.0,Medium,14.6
49,64000,29500,20,medium,retirement,42.8,25.3,20.4,4.5,7.0,51.7,Medium,9.0
49,68000,14500,10,medium,retirement,42.8,25.3,20.4,4.5,7.0,63.3,Medium,9.9
44,66000,30500,15,medium,wealth_building,44.0,25.1,19.1,4.8,7.0,49.4,Medium,7.3
34,40000,18500,25,low,retirement,26.7,19.9,33.4,2.0,18.0,24.7,Low,4.2
33,33000,10000,25,medium,house,46.9,24.9,16.3,5.0,6.9,53.3,Medium,9.6
29,52000,15500,30,high,house,57.9,21.9,5.3,9.9,5.0,93.1,High,9.0
46,57000,25000,20,medium,house,43.5,25.2,19.6,4.7,7.0,51.3,Medium,9.7
47,71000,59000,10,medium,retirement,43.3,25.2,19.8,4.6,7.1,62.0,Medium,9.9
46,53000,30500,10,high,retirement,53.6,22.2,9.5,9.7,5.0,90.7,High,14.0
41,38000,17500,15,medium,retirement,44.8,25.0,18.3,4.9,7.0,52.5,Medium,7.0
33,42000,10000,20,medium,education,46.9,24.9,16.3,5.0,6.9,59.7,Medium,7.7
68,71000,88000,5,low,travel,17.2,20.7,43.2,0.3,18.6,9.4,Low,4.2
27,28000,5000,10,medium,wealth_building,48.5,24.8,14.8,5.0,6.9,73.7,High,7.0
39,40000,6000,15,medium,children_education,45.3,25.0,17.7,5.0,7.0,60.3,Medium,9.6
37,34000,12500,15,high,retirement,55.8,22.0,7.3,10.0,4.9,93.4,High,12.7
61,73000,48500,3,high,retirement,39.7,22.6,21.6,5.9,10.2,67.3,High,12.5
33,38000,25000,15,low,retirement,27.0,19.9,33.2,2.0,17.9,13.0,Low,4.5
38,36000,12000,5,low,wealth_building,25.6,20.0,34.5,2.0,17.9,28.6,Low,6.8
34,51000,6000,30,high,retirement,56.6,21.9,6.5,10.0,5.0,84.0,High,10.0
65,75000,37000,5,low,passive_income,18.0,20.6,42.3,0.5,18.6,10.6,Low,7.0
33,59000,19500,20,high,wealth_building,56.9,21.9,6.3,10.0,4.9,92.7,High,12.0
43,57000,36500,10,high,house,54.3,22.1,8.8,9.9,4.9,85.6,High,11.2
50,60000,27500,5,low,retirement,22.3,20.2,37.9,1.4,18.2,20.5,Low,6.4
42,63000,19500,7,medium,retirement,44.5,25.1,18.5,4.9,7.0,59.7,Medium,6.5
44,33000,28000,10,high,retirement,54.1,22.1,9.0,9.8,5.0,93.7,High,12.4
55,79000,41500,2,medium,retirement,31.1,25.5,30.1,1.1,12.2,64.0,Medium,9.5
32,36000,21000,35,medium,house,47.2,24.9,16.0,5.0,6.9,48.9,Medium,8.3
45,65000,12500,5,medium,retirement,43.8,25.2,19.3,4.7,7.0,57.5,Medium,7.6
39,42000,14000,20,medium,retirement,45.3,25.0,17.7,5.0,7.0,50.3,Medium,8.5
68,87000,90500,5,medium,passive_income,37.9,25.9,25.6,3.4,7.2,40.3,Medium,6.7
43,49000,36500,5,high,house,54.3,22.1,8.8,9.9,4.9,94.4,High,10.3
28,33000,12500,25,medium,retirement,48.3,24.8,15.0,5.0,6.9,55.1,Medium,7.3
31,54000,11500,25,medium,education,47.4,24.9,15.8,5.0,6.9,51.1,Medium,9.8
51,53000,32000,7,high,wealth_preservation,52.4,22.3,10.8,9.5,5.0,86.1,High,11.2
45,54000,36500,5,medium,retirement,43.8,25.2,19.3,4.7,7.0,60.4,Medium,8.9
50,71000,29000,5,low,passive_income,22.3,20.2,37.9,1.4,18.2,22.6,Low,7.0
31,49000,28000,20,low,house,27.6,19.9,32.7,2.0,17.8,26.1,Low,4.8
39,57000,40500,10,low,house,25.3,20.0,34.7,2.0,18.0,20.9,Low,4.2
31,25000,5000,25,medium,retirement,47.4,24.9,15.8,5.0,6.9,53.7,Medium,8.1
28,32000,14500,30,low,retirement,28.4,19.9,31.9,2.0,17.8,26.5,Low,5.9
53,78000,45500,5,medium,passive_income,41.8,25.4,21.5,4.3,7.0,62.9,Medium,6.8
38,52000,11000,15,low,retirement,25.6,20.0,34.5,2.0,17.9,11.1,Low,4.3
28,38000,12000,15,low,wealth_building,28.4,19.9,31.9,2.0,17.8,29.4,Low,6.5
44,53000,22500,20,low,children_education,23.9,20.1,36.1,1.8,18.1,14.3,Low,6.1
27,29000,11000,20,high,retirement,58.4,21.8,4.8,9.9,5.1,93.2,High,10.7
61,79000,94500,10,medium,wealth_preservation,39.7,25.6,23.6,3.8,7.3,48.8,Medium,8.8
44,59000,51000,20,medium,retirement,44.0,25.1,19.1,4.8,7.0,47.9,Medium,7.8
53,61000,13500,5,medium,travel,41.8,25.4,21.5,4.3,7.0,66.4,High,8.7
34,38000,25000,25,medium,house,46.6,24.9,16.5,5.0,7.0,53.7,Medium,8.9
45,50000,19500,7,low,retirement,23.6,20.1,36.4,1.7,18.2,30.1,Low,5.8
55,65000,39500,2,low,wealth_preservation,10.7,20.4,47.5,-1.9,23.3,30.6,Low,4.7
37,50000,12000,7,high,children_education,55.8,22.0,7.3,10.0,4.9,86.5,High,13.6
24,31000,6500,25,medium,wealth_building,49.3,24.8,14.0,5.0,6.9,65.0,Medium,8.5
30,36000,4500,25,high,retirement,57.7,21.9,5.6,9.9,4.9,82.0,High,9.3
42,50000,19000,10,medium,retirement,44.5,25.1,18.5,4.9,7.0,65.9,Medium,9.1
44,69000,44500,7,medium,retirement,44.0,25.1,19.1,4.8,7.0,63.4,Medium,7.0
45,48000,11000,15,low,house,23.6,20.1,36.4,1.7,18.2,18.3,Low,6.3
46,64000,24000,10,medium,wealth_building,43.5,25.2,19.6,4.7,7.0,62.7,Medium,6.6
42,58000,15500,7,medium,wealth_building,44.5,25.1,18.5,4.9,7.0,58.6,Medium,7.2
28,37000,19000,15,low,retirement,28.4,19.9,31.9,2.0,17.8,31.7,Low,4.5
45,69000,26500,10,medium,wealth_building,43.8,25.2,19.3,4.7,7.0,63.2,Medium,7.5
33,50000,12500,35,medium,wealth_building,46.9,24.9,16.3,5.0,6.9,45.8,Medium,6.9
44,56000,47000,15,medium,retirement,44.0,25.1,19.1,4.8,7.0,53.3,Medium,7.6
26,46000,7000,15,low,retirement,29.0,19.8,31.4,2.0,17.8,24.2,Low,4.3
29,49000,17500,30,low,house,28.1,19.9,32.1,2.0,17.9,20.0,Low,4.8
24,40000,12500,30,medium,retirement,49.3,24.8,14.0,5.0,6.9,59.9,Medium,8.9
45,49000,36500,7,low,wealth_building,23.6,20.1,36.4,1.7,18.2,29.6,Low,5.1
44,43000,16000,15,high,wealth_building,54.1,22.1,9.0,9.8,5.0,73.6,High,10.0
55,59000,14500,3,high,passive_income,41.2,22.4,20.0,6.2,10.2,80.0,High,13.3
32,54000,10000,30,medium,wealth_building,47.2,24.9,16.0,5.0,6.9,48.2,Medium,7.9
43,53000,38500,20,medium,retirement,44.3,25.1,18.8,4.8,7.0,53.3,Medium,8.8
65,78000,84000,2,high,travel,38.7,22.7,22.7,5.7,10.2,82.5,High,10.0
33,41000,23000,25,medium,house,46.9,24.9,16.3,5.0,6.9,51.7,Medium,9.9
44,47000,41000,15,medium,retirement,44.0,25.1,19.1,4.8,7.0,50.2,Medium,6.7
28,43000,14000,30,medium,wealth_building,48.3,24.8,15.0,5.0,6.9,60.2,Medium,9.1
29,49000,6500,25,medium,education,48.0,24.8,15.3,5.0,6.9,53.9,Medium,8.2
52,73000,50500,7,medium,passive_income,42.0,25.4,21.2,4.3,7.1,57.9,Medium,8.7
37,42000,24000,10,medium,retirement,45.8,25.0,17.2,5.0,7.0,60.3,Medium,9.9
54,63000,54500,2,medium,retirement,31.3,25.4,29.9,1.2,12.2,65.9,Medium,8.6
38,47000,18500,15,medium,children_education,45.5,25.0,17.5,5.0,7.0,52.8,Medium,7.3
52,52000,19500,5,high,retirement,52.2,22.3,11.0,9.4,5.1,91.0,High,10.5
55,62000,39000,3,low,retirement,10.7,20.4,47.5,-1.9,23.3,19.5,Low,7.0
39,73000,53000,15,medium,children_education,45.3,25.0,17.7,5.0,7.0,50.2,Medium,8.6
39,49000,14000,20,medium,wealth_building,45.3,25.0,17.7,5.0,7.0,47.1,Medium,8.4
44,48000,20500,5,low,retirement,23.9,20.1,36.1,1.8,18.1,27.3,Low,6.3
31,38000,22000,30,medium,house,47.4,24.9,15.8,5.0,6.9,49.4,Medium,6.8
68,72000,64000,2,high,retirement,37.9,22.8,23.5,5.5,10.3,82.0,High,12.9
32,49000,23000,30,high,retirement,57.1,21.9,6.1,10.0,4.9,86.6,High,11.0
32,49000,11000,20,medium,house,47.2,24.9,16.0,5.0,6.9,58.4,Medium,7.3
23,21000,1500,30,high,retirement,59.5,21.8,3.9,9.9,4.9,85.2,High,10.0
51,58000,40500,3,medium,wealth_preservation,32.1,25.3,29.0,1.4,12.2,48.2,Medium,9.3
36,46000,27000,10,high,wealth_building,56.1,21.9,7.0,10.0,5.0,95.4,High,9.5
62,78000,32500,7,high,retirement,49.7,22.6,13.6,8.9,5.2,79.0,High,14.7
24,33000,10000,30,high,education,59.2,21.8,4.1,9.9,5.0,85.3,High,9.3
28,38000,20000,30,high,retirement,58.2,21.8,5.1,9.9,5.0,88.2,High,12.3
38,43000,24000,10,low,house,25.6,20.0,34.5,2.0,17.9,28.3,Low,4.4
44,57000,34000,7,high,house,54.1,22.1,9.0,9.8,5.0,90.9,High,9.4
44,63000,47000,20,medium,house,44.0,25.1,19.1,4.8,7.0,48.9,Medium,9.1
28,53000,7000,25,high,wealth_building,58.2,21.8,5.1,9.9,5.0,97.4,High,9.6
26,39000,5500,30,medium,house,48.8,24.8,14.5,5.0,6.9,58.5,Medium,7.7
51,67000,25000,5,high,retirement,52.4,22.3,10.8,9.5,5.0,84.6,High,14.2
42,52000,13000,15,low,retirement,24.5,20.0,35.6,1.9,18.0,13.2,Low,5.5
52,63000,63000,5,medium,wealth_preservation,42.0,25.4,21.2,4.3,7.1,62.1,Medium,8.2
39,60000,40000,10,medium,house,45.3,25.0,17.7,5.0,7.0,62.5,Medium,8.5
31,40000,11000,15,medium,education,47.4,24.9,15.8,5.0,6.9,59.8,Medium,7.6
29,23000,2500,20,medium,house,48.0,24.8,15.3,5.0,6.9,57.9,Medium,7.7
38,48000,14000,7,medium,children_education,45.5,25.0,17.5,5.0,7.0,64.3,Medium,7.2
47,60000,46000,10,low,retirement,23.1,20.2,37.0,1.6,18.1,24.6,Low,6.2
24,30000,13000,25,low,house,29.5,19.8,30.9,2.0,17.8,27.6,Low,6.7
28,37000,5000,20,high,education,58.2,21.8,5.1,9.9,5.0,84.0,High,11.3
60,59000,53000,5,high,retirement,50.2,22.5,13.1,9.0,5.2,78.6,High,13.0
24,33000,6500,20,medium,house,49.3,24.8,14.0,5.0,6.9,66.3,High,9.1
41,51000,39500,10,high,house,54.8,22.0,8.2,10.0,5.0,88.6,High,11.2
27,38000,6500,25,medium,house,48.5,24.8,14.8,5.0,6.9,61.3,Medium,9.8
42,49000,9000,7,medium,children_education,44.5,25.1,18.5,4.9,7.0,62.1,Medium,9.0
28,35000,8000,20,medium,retirement,48.3,24.8,15.0,5.0,6.9,60.7,Medium,8.2
37,44000,28000,10,medium,house,45.8,25.0,17.2,5.0,7.0,63.6,Medium,7.1
30,47000,9500,15,high,retirement,57.7,21.9,5.6,9.9,4.9,77.2,High,13.8
51,56000,16500,5,low,wealth_preservation,22.0,20.3,38.1,1.4,18.2,23.2,Low,6.8
46,55000,44000,7,medium,children_education,43.5,25.2,19.6,4.7,7.0,58.4,Medium,7.9
60,67000,77000,3,medium,retirement,29.7,25.6,31.6,0.8,12.3,36.0,Medium,6.7
39,48000,17000,15,high,retirement,55.3,22.0,7.8,10.0,4.9,78.6,High,11.2
36,50000,27000,7,medium,retirement,46.1,24.9,17.0,5.0,7.0,61.4,Medium,8.7
28,48000,25000,25,medium,house,48.3,24.8,15.0,5.0,6.9,52.2,Medium,9.5
44,64000,51500,20,medium,house,44.0,25.1,19.1,4.8,7.0,52.8,Medium,9.1
49,53000,43000,15,medium,house,42.8,25.3,20.4,4.5,7.0,51.5,Medium,7.1
34,44000,18500,30,low,wealth_building,26.7,19.9,33.4,2.0,18.0,18.1,Low,4.6
28,36000,19500,30,medium,education,48.3,24.8,15.0,5.0,6.9,60.4,Medium,6.8
33,32000,20000,15,medium,house,46.9,24.9,16.3,5.0,6.9,58.8,Medium,8.8
32,50000,10500,30,low,wealth_building,27.3,19.9,32.9,2.0,17.9,17.8,Low,6.1
30,48000,15000,35,high,retirement,57.7,21.9,5.6,9.9,4.9,84.7,High,11.3
64,82000,94500,3,medium,passive_income,28.6,25.7,32.7,0.6,12.4,32.4,Low,7.6
50,58000,47500,3,medium,retirement,32.4,25.3,28.7,1.4,12.2,36.6,Medium,7.8
40,48000,23000,15,medium,retirement,45.0,25.0,18.0,5.0,7.0,57.0,Medium,9.8
47,75000,13500,10,medium,house,43.3,25.2,19.8,4.6,7.1,64.4,Medium,7.8
26,28000,3000,10,low,house,29.0,19.8,31.4,2.0,17.8,26.0,Low,5.5
32,36000,7500,25,medium,retirement,47.2,24.9,16.0,5.0,6.9,56.0,Medium,8.8
44,54000,11000,7,high,house,54.1,22.1,9.0,9.8,5.0,96.2,High,13.3
22,26000,7500,35,medium,house,49.9,24.7,13.5,4.9,7.0,60.6,Medium,8.1
63,72000,50500,3,medium,retirement,28.9,25.7,32.4,0.6,12.4,34.9,Medium,8.5
35,46000,27500,15,medium,wealth_building,46.4,24.9,16.7,5.0,7.0,48.3,Medium,9.7
30,41000,15000,10,medium,house,47.7,24.9,15.5,5.0,6.9,67.8,High,8.7
41,46000,24000,5,medium,children_education,44.8,25.0,18.3,4.9,7.0,65.9,Medium,8.9
68,81000,48500,5,high,passive_income,48.2,22.8,15.2,8.6,5.2,68.0,High,14.3
30,37000,9500,25,high,retirement,57.7,21.9,5.6,9.9,4.9,86.9,High,11.1
54,55000,31000,3,high,wealth_preservation,41.5,22.4,19.7,6.3,10.1,75.2,High,12.0
68,76000,40000,5,medium,travel,37.9,25.9,25.6,3.4,7.2,44.6,Medium,9.2
32,55000,33500,35,high,wealth_building,57.1,21.9,6.1,10.0,4.9,86.3,High,12.4
41,39000,6000,15,medium,house,44.8,25.0,18.3,4.9,7.0,53.0,Medium,8.4
66,73000,60500,7,high,retirement,48.7,22.7,14.7,8.7,5.2,75.6,High,10.9
59,74000,44000,2,medium,retirement,30.0,25.6,31.3,0.9,12.2,45.6,Medium,8.9
63,81000,21500,5,medium,travel,39.2,25.7,24.2,3.7,7.2,43.8,Medium,9.2
45,61000,53500,15,high,house,53.8,22.1,9.3,9.8,5.0,85.4,High,9.7
40,54000,24500,10,medium,retirement,45.0,25.0,18.0,5.0,7.0,58.4,Medium,8.2
64,67000,65500,5,medium,retirement,38.9,25.7,24.5,3.7,7.2,38.4,Medium,7.3
66,76000,19000,3,low,retirement,7.4,20.6,50.8,-2.6,23.8,0.0,Low,4.2
39,55000,40000,15,low,retirement,25.3,20.0,34.7,2.0,18.0,20.8,Low,6.3
54,65000,25500,7,low,travel,21.2,20.3,39.0,1.2,18.3,29.6,Low,4.5
31,46000,9000,15,high,retirement,57.4,21.9,5.8,9.9,5.0,81.3,High,14.0
35,47000,30000,20,medium,retirement,46.4,24.9,16.7,5.0,7.0,58.1,Medium,7.4
45,57000,34500,7,high,wealth_building,53.8,22.1,9.3,9.8,5.0,95.1,High,10.6
39,51000,23500,7,medium,retirement,45.3,25.0,17.7,5.0,7.0,59.3,Medium,8.3
42,47000,8500,15,high,retirement,54.5,22.1,8.5,9.9,5.0,87.4,High,10.9
30,30000,8500,30,low,house,27.8,19.9,32.4,2.0,17.9,20.8,Low,5.3
42,58000,19000,10,low,wealth_building,24.5,20.0,35.6,1.9,18.0,28.3,Low,6.8
48,63000,31000,10,medium,retirement,43.0,25.2,20.1,4.6,7.1,57.9,Medium,9.3
38,42000,28000,15,medium,retirement,45.5,25.0,17.5,5.0,7.0,46.7,Medium,7.4
60,79000,63000,3,high,retirement,40.0,22.5,21.3,5.9,10.3,75.0,High,9.7
28,43000,10000,35,medium,retirement,48.3,24.8,15.0,5.0,6.9,59.9,Medium,6.6
27,29000,7500,25,low,retirement,28.7,19.8,31.6,2.0,17.9,28.0,Low,5.2
39,61000,14500,15,low,house,25.3,20.0,34.7,2.0,18.0,18.8,Low,6.1
37,51000,23000,10,medium,wealth_building,45.8,25.0,17.2,5.0,7.0,59.5,Medium,8.6
26,47000,20000,25,high,retirement,58.7,21.8,4.6,9.9,5.0,88.4,High,11.5
58,72000,73500,2,high,retirement,40.5,22.5,20.8,6.1,10.1,83.6,High,10.1
31,29000,8000,15,medium,house,47.4,24.9,15.8,5.0,6.9,52.0,Medium,8.0
35,49000,27500,10,low,retirement,26.4,19.9,33.7,2.0,18.0,30.0,Low,4.4
35,41000,6500,7,high,house,56.3,21.9,6.8,10.0,5.0,96.1,High,10.5
41,70000,20500,15,medium,children_education,44.8,25.0,18.3,4.9,7.0,53.6,Medium,6.6
36,52000,8500,15,medium,children_education,46.1,24.9,17.0,5.0,7.0,44.8,Medium,9.3
42,61000,23500,15,medium,house,44.5,25.1,18.5,4.9,7.0,56.8,Medium,9.1
36,44000,27000,20,medium,children_education,46.1,24.9,17.0,5.0,7.0,45.7,Medium,9.7
27,42000,19500,35,high,retirement,58.4,21.8,4.8,9.9,5.1,85.5,High,11.6
31,49000,7000,30,medium,house,47.4,24.9,15.8,5.0,6.9,51.0,Medium,6.8
34,43000,10500,35,medium,retirement,46.6,24.9,16.5,5.0,7.0,59.0,Medium,8.5
63,77000,86000,5,high,passive_income,49.5,22.6,13.9,8.9,5.1,72.8,High,9.4
69,70000,61000,3,medium,retirement,27.2,25.9,34.1,0.3,12.5,29.7,Low,8.1
53,56000,18000,3,medium,wealth_preservation,31.6,25.4,29.6,1.2,12.2,43.1,Medium,9.7
67,83000,49000,2,high,passive_income,38.1,22.7,23.2,5.6,10.4,77.2,High,10.0
37,56000,22500,20,medium,retirement,45.8,25.0,17.2,5.0,7.0,49.4,Medium,8.2
40,61000,43500,20,high,wealth_building,55.0,22.0,8.0,10.0,5.0,78.6,High,12.3
53,58000,26500,5,medium,travel,41.8,25.4,21.5,4.3,7.0,52.6,Medium,7.6
27,30000,4000,20,medium,house,48.5,24.8,14.8,5.0,6.9,59.9,Medium,9.3
48,46000,19000,15,medium,retirement,43.0,25.2,20.1,4.6,7.1,47.1,Medium,9.3
39,48000,35500,15,low,house,25.3,20.0,34.7,2.0,18.0,16.1,Low,5.6
67,76000,35000,5,medium,travel,38.1,25.8,25.3,3.5,7.3,47.3,Medium,6.8
40,48000,26000,7,high,wealth_building,55.0,22.0,8.0,10.0,5.0,88.2,High,10.0
28,34000,10500,25,medium,retirement,48.3,24.8,15.0,5.0,6.9,54.4,Medium,9.8
59,79000,37000,10,low,retirement,19.8,20.5,40.5,0.9,18.3,6.5,Low,6.7
65,78000,42500,3,medium,passive_income,28.4,25.8,33.0,0.5,12.3,30.4,Low,9.9
40,53000,19000,15,medium,retirement,45.0,25.0,18.0,5.0,7.0,49.5,Medium,7.2
50,71000,24000,3,medium,travel,32.4,25.3,28.7,1.4,12.2,44.8,Medium,9.8
30,32000,11500,25,high,education,57.7,21.9,5.6,9.9,4.9,82.4,High,11.3
39,39000,10000,5,low,retirement,25.3,20.0,34.7,2.0,18.0,26.4,Low,4.2
31,44000,15500,25,high,retirement,57.4,21.9,5.8,9.9,5.0,85.2,High,10.3
33,40000,24500,30,medium,education,46.9,24.9,16.3,5.0,6.9,49.2,Medium,6.7
30,56000,6500,25,low,wealth_building,27.8,19.9,32.4,2.0,17.9,24.4,Low,5.9
34,43000,8000,35,medium,house,46.6,24.9,16.5,5.0,7.0,50.0,Medium,9.2
40,59000,42000,15,medium,house,45.0,25.0,18.0,5.0,7.0,50.1,Medium,9.2
28,41000,4000,30,medium,house,48.3,24.8,15.0,5.0,6.9,58.4,Medium,6.5
52,67000,51000,5,high,retirement,52.2,22.3,11.0,9.4,5.1,80.8,High,11.4
64,66000,23000,7,medium,passive_income,38.9,25.7,24.5,3.7,7.2,49.8,Medium,8.1
30,35000,10500,25,medium,wealth_building,47.7,24.9,15.5,5.0,6.9,54.8,Medium,9.4
50,69000,59500,7,medium,retirement,42.5,25.3,20.6,4.5,7.1,60.1,Medium,8.1
29,32000,4500,35,low,wealth_building,28.1,19.9,32.1,2.0,17.9,21.9,Low,6.7
35,42000,9500,15,low,retirement,26.4,19.9,33.7,2.0,18.0,19.3,Low,5.1
41,47000,32500,7,medium,house,44.8,25.0,18.3,4.9,7.0,58.9,Medium,9.5
31,39000,19000,25,high,education,57.4,21.9,5.8,9.9,5.0,81.2,High,13.8
43,51000,43500,10,medium,children_education,44.3,25.1,18.8,4.8,7.0,61.5,Medium,7.5
42,43000,31000,7,medium,house,44.5,25.1,18.5,4.9,7.0,70.4,High,8.8
50,77000,22500,10,medium,passive_income,42.5,25.3,20.6,4.5,7.1,55.1,Medium,6.6
30,48000,17500,35,high,house,57.7,21.9,5.6,9.9,4.9,83.8,High,9.7
51,65000,61500,10,medium,passive_income,42.3,25.3,20.9,4.4,7.1,58.5,Medium,9.2
28,34000,11000,20,medium,house,48.3,24.8,15.0,5.0,6.9,60.0,Medium,8.0
43,55000,15000,10,low,house,24.2,20.1,35.8,1.8,18.1,23.8,Low,6.2
34,41000,16000,30,medium,wealth_building,46.6,24.9,16.5,5.0,7.0,59.5,Medium,8.7
34,46000,8500,25,low,wealth_building,26.7,19.9,33.4,2.0,18.0,21.1,Low,4.1
31,29000,4000,10,medium,wealth_building,47.4,24.9,15.8,5.0,6.9,66.8,High,8.0
47,59000,18000,10,high,children_education,53.3,22.2,9.8,9.7,5.0,93.7,High,9.4
46,66000,16500,10,high,retirement,53.6,22.2,9.5,9.7,5.0,91.4,High,11.9
25,26000,12500,20,medium,wealth_building,49.1,24.8,14.3,5.0,6.8,55.4,Medium,7.1
39,55000,29500,15,medium,wealth_building,45.3,25.0,17.7,5.0,7.0,54.2,Medium,7.0
50,65000,50000,7,medium,retirement,42.5,25.3,20.6,4.5,7.1,59.4,Medium,8.7
50,61000,52000,5,medium,retirement,42.5,25.3,20.6,4.5,7.1,62.0,Medium,8.5
48,75000,54000,15,medium,wealth_building,43.0,25.2,20.1,4.6,7.1,45.5,Medium,8.1
32,41000,24000,25,low,retirement,27.3,19.9,32.9,2.0,17.9,13.0,Low,5.4
69,77000,62000,3,medium,wealth_preservation,27.2,25.9,34.1,0.3,12.5,35.1,Medium,9.2
31,42000,12500,25,low,house,27.6,19.9,32.7,2.0,17.8,22.6,Low,5.5
40,55000,27000,7,low,wealth_building,25.0,20.0,35.0,2.0,18.0,26.0,Low,6.8
35,46000,8500,20,medium,retirement,46.4,24.9,16.7,5.0,7.0,48.9,Medium,7.9
36,45000,10000,7,medium,retirement,46.1,24.9,17.0,5.0,7.0,68.8,High,8.6
42,56000,43500,20,medium,retirement,44.5,25.1,18.5,4.9,7.0,52.5,Medium,7.6
57,67000,41000,2,medium,retirement,30.5,25.5,30.7,1.0,12.3,50.8,Medium,8.2
43,58000,26500,15,high,retirement,54.3,22.1,8.8,9.9,4.9,85.0,High,12.2
33,44000,25500,20,high,wealth_building,56.9,21.9,6.3,10.0,4.9,82.2,High,14.5
32,40000,16000,15,medium,wealth_building,47.2,24.9,16.0,5.0,6.9,56.4,Medium,8.1
32,47000,5000,30,medium,retirement,47.2,24.9,16.0,5.0,6.9,49.7,Medium,7.9
39,39000,29500,10,medium,retirement,45.3,25.0,17.7,5.0,7.0,58.2,Medium,9.6
33,45000,20000,25,medium,retirement,46.9,24.9,16.3,5.0,6.9,52.3,Medium,8.7
30,64000,15500,35,medium,wealth_building,47.7,24.9,15.5,5.0,6.9,55.4,Medium,6.8
27,26000,14000,20,medium,house,48.5,24.8,14.8,5.0,6.9,59.6,Medium,8.7
28,24000,12000,10,high,wealth_building,58.2,21.8,5.1,9.9,5.0,97.2,High,10.8
51,47000,22500,2,high,retirement,42.3,22.3,18.9,6.4,10.1,93.7,High,12.9
38,37000,21000,5,low,retirement,25.6,20.0,34.5,2.0,17.9,39.6,Medium,6.2
30,28000,15000,35,medium,house,47.7,24.9,15.5,5.0,6.9,55.7,Medium,7.3
24,39000,11500,35,high,wealth_building,59.2,21.8,4.1,9.9,5.0,84.9,High,11.9
40,49000,22000,15,high,retirement,55.0,22.0,8.0,10.0,5.0,75.5,High,9.3
39,40000,25000,20,high,retirement,55.3,22.0,7.8,10.0,4.9,83.2,High,14.3
46,74000,59500,10,medium,house,43.5,25.2,19.6,4.7,7.0,52.2,Medium,8.5
30,42000,17500,15,low,retirement,27.8,19.9,32.4,2.0,17.9,22.5,Low,4.2
40,64000,12500,10,medium,wealth_building,45.0,25.0,18.0,5.0,7.0,55.6,Medium,8.5
45,52000,46000,7,medium,house,43.8,25.2,19.3,4.7,7.0,60.0,Medium,6.6
52,49000,11000,3,high,passive_income,42.0,22.3,19.2,6.4,10.1,78.7,High,10.5
25,39000,10000,25,medium,wealth_building,49.1,24.8,14.3,5.0,6.8,67.2,High,9.9
29,27000,8500,20,high,house,57.9,21.9,5.3,9.9,5.0,96.6,High,12.3
33,36000,17500,25,medium,house,46.9,24.9,16.3,5.0,6.9,56.2,Medium,7.8
27,45000,17500,20,medium,retirement,48.5,24.8,14.8,5.0,6.9,54.7,Medium,7.2
23,30000,5000,20,medium,house,49.6,24.7,13.8,4.9,7.0,61.2,Medium,6.8
